1898,1,1,1,1,1
1898,1,2,0.849512308,1,1
1898,1,3,1,1,1
1898,1,4,0.548809524,0,1
1898,1,5,0.779305482,1,1
1898,1,6,0.704351321,1,1
1898,1,7,0.580001669,0,1
1898,1,8,1,1,1
1898,1,9,0.871922983,1,1
1898,4,1,1,1,1
1898,4,2,1,1,1
1898,4,3,1,1,1
1898,4,4,1,1,1
1898,4,5,0.71024735,1,1
1898,4,6,1,1,1
1898,5,1,0.482109825,1,-1
1898,5,2,0.552592333,1,1
1898,5,3,0.405594204,0,-1
1898,5,4,0.468753637,0,-1
1898,5,5,0.461415732,1,-1
1898,5,6,0.460145009,0,-1
1898,5,7,0.498637668,0,-1
1898,7,1,0.418083988,-1,-1
1898,7,2,0.465901899,-1,-1
1898,7,3,0.410470446,-1,-1
1898,7,4,0.428209643,-1,-1
1898,8,-1,0.461479506,1,-1
1898,9,1,0.717957809,1,1
1898,9,2,0.84154776,1,1
1898,10,1,0.859578575,1,1
1898,10,2,0.800270036,1,1
1898,10,3,1,1,1
1898,10,4,1,1,1
1898,10,5,1,1,1
1898,10,6,1,1,1
1898,10,7,1,1,1
1898,10,8,1,1,1
1898,10,9,1,1,1
1898,10,10,1,1,1
1898,10,11,0.692399761,1,1
1898,13,1,0.352563439,-1,-1
1898,13,2,0.462409662,-1,-1
1898,13,3,0.541087861,-1,1
1898,13,4,0.531239446,-1,1
1898,13,5,0.544994887,-1,1
1898,13,6,0.48425952,-1,-1
1898,13,7,0.375381506,-1,-1
1898,13,8,0.289939113,-1,-1
1898,13,9,0.332077746,-1,-1
1898,13,10,0.329818411,-1,-1
1898,13,11,0.452271734,-1,-1
1898,13,12,0.397566037,-1,-1
1898,13,13,0.420560485,-1,-1
1898,13,14,0.475690364,-1,-1
1898,13,15,0.497122063,-1,-1
1898,13,16,0.56021497,0,1
1898,13,17,0.525255942,0,1
1898,13,18,0.509746061,1,1
1898,13,19,0.518229543,0,1
1898,13,20,0.529080513,0,1
1898,13,21,0.493752629,0,-1
1898,13,22,0.451022949,-1,-1
1898,14,1,0.48683283,-1,-1
1898,14,2,0.520423639,1,1
1898,14,3,0.556989077,1,1
1898,14,4,0.52432263,0,1
1898,14,5,0.497191387,-1,-1
1898,14,6,0.472375414,0,-1
1898,14,7,0.473553534,-1,-1
1898,14,8,0.486166488,0,-1
1898,14,9,0.487558214,-1,-1
1898,14,10,0.450403459,-1,-1
1898,14,11,0.454242071,-1,-1
1898,14,12,0.519185675,1,1
1898,14,13,0.471957337,0,-1
1898,15,1,0.449837888,0,-1
1898,15,2,0.482340625,0,-1
1898,15,3,0.407656887,-1,-1
1898,15,4,0.3921341,0,-1
1898,15,5,0.428092749,-1,-1
1898,15,6,0.480647283,-1,-1
1898,15,7,0.381084105,-1,-1
1898,15,8,0.453171687,-1,-1
1898,15,9,0.443081602,0,-1
1898,15,10,0.413832437,-1,-1
1898,15,11,0.418438612,0,-1
1898,16,-1,0,0,-1
1898,16,1,0,1,-1
1898,16,2,0,0,-1
1898,16,4,0,0,-1
1898,16,5,0,0,-1
1898,16,6,0.121771795,0,-1
1898,16,7,0,0,-1
1898,17,1,0.677510246,1,1
1898,17,2,0.666990001,0,1
1898,17,3,0.55699687,1,1
1898,17,4,0.928690622,1,1
1898,17,5,0.509802568,-1,1
1898,17,6,0.59433279,1,1
1898,17,7,0.67659396,1,1
1898,17,8,0.516651487,0,1
1898,17,10,0.541314667,1,1
1898,17,11,0.174454665,0,-1
1898,18,1,0.858182969,1,1
1898,18,2,0.865835031,1,1
1898,18,3,0.849362289,1,1
1898,18,4,1,0,1
1898,18,5,0.764503653,1,1
1898,18,6,1,1,1
1898,19,1,0.383269962,-1,-1
1898,19,2,0.349129968,-1,-1
1898,19,3,0.340414614,-1,-1
1898,19,4,0.308920397,-1,-1
1898,20,1,0.514199748,0,1
1898,20,2,0.495514282,-1,-1
1898,20,3,0.498280605,0,-1
1898,20,4,0.508784341,-1,1
1898,20,5,0.459649123,-1,-1
1898,20,6,0.432240602,0,-1
1898,21,1,0.379631636,-1,-1
1898,21,2,0.376689584,-1,-1
1898,21,3,0.503585118,-1,1
1898,21,4,0.370588749,-1,-1
1898,21,5,0.482058131,-1,-1
1898,21,6,0.3090276,-1,-1
1898,21,7,0.426964737,0,-1
1898,21,8,0.281314662,-1,-1
1898,21,9,0.654034152,1,1
1898,21,10,0.552160474,-1,1
